sample,TCGA-A7-A0CH-11,TCGA-E9-A1RC-11,TCGA-A7-A0DB-11,TCGA-BH-A0H9-11,TCGA-BH-A0E0-11,TCGA-BH-A0HA-11,TCGA-BH-A18P-11,TCGA-E9-A1N4-11,TCGA-BH-A18U-11,TCGA-E2-A1LS-11,TCGA-AC-A2FM-11,TCGA-BH-A18M-11,TCGA-BH-A0B3-11,TCGA-BH-A0C0-11,TCGA-BH-A0H7-11,TCGA-BH-A0BM-11,TCGA-E2-A1BC-11,TCGA-BH-A0DG-11,TCGA-BH-A0B7-11,TCGA-BH-A1ET-11,TCGA-BH-A0B8-11,TCGA-E2-A15I-11,TCGA-BH-A18L-11,TCGA-BH-A0DZ-11,TCGA-E9-A1N5-11,TCGA-E9-A1N6-11,TCGA-BH-A18R-11,TCGA-BH-A1EO-11,TCGA-AC-A23H-11,TCGA-BH-A18N-11,TCGA-A7-A0CE-11,TCGA-BH-A0AY-11,TCGA-E9-A1ND-11,TCGA-BH-A1FH-11,TCGA-E9-A1RF-11,TCGA-BH-A1F0-11,TCGA-BH-A1FD-11,TCGA-AC-A2FF-11,TCGA-E2-A15K-11,TCGA-BH-A0DQ-11,TCGA-BH-A0H5-11,TCGA-E9-A1RI-11,TCGA-BH-A209-11,TCGA-E9-A1RB-11,TCGA-BH-A0DH-11,TCGA-E9-A1RD-11,TCGA-BH-A18Q-11,TCGA-BH-A0BJ-11,TCGA-E9-A1R7-11,TCGA-BH-A1FG-11,TCGA-A7-A13G-11,TCGA-BH-A0DK-11,TCGA-BH-A1FC-11,TCGA-E9-A1NG-11,TCGA-BH-A1EU-11,TCGA-BH-A0BQ-11,TCGA-GI-A2C9-11,TCGA-E9-A1NA-11,TCGA-BH-A0DV-11,TCGA-BH-A1FU-11,TCGA-BH-A1F2-11,TCGA-BH-A18V-11,TCGA-BH-A1FM-11,TCGA-BH-A0AU-11,TCGA-BH-A0BT-11,TCGA-BH-A204-11,TCGA-BH-A1FB-11,TCGA-A7-A0DC-11,TCGA-BH-A18S-11,TCGA-E2-A153-11,TCGA-BH-A1FE-11,TCGA-BH-A0BC-11,TCGA-BH-A1FR-11,TCGA-E2-A1LB-11,TCGA-BH-A1EW-11,TCGA-BH-A208-11,TCGA-E9-A1RH-11,TCGA-BH-A0BW-11,TCGA-BH-A0BS-11,TCGA-BH-A1FN-11,TCGA-BH-A0HK-11,TCGA-BH-A0AZ-11,TCGA-BH-A0DO-11,TCGA-BH-A0BA-11,TCGA-BH-A0E1-11,TCGA-BH-A1EN-11,TCGA-E2-A158-11,TCGA-E2-A15M-11,TCGA-BH-A0C3-11,TCGA-E9-A1N9-11,TCGA-GI-A2C8-11,TCGA-BH-A0DP-11,TCGA-BH-A0BV-11,TCGA-A7-A13F-11,TCGA-BH-A1F8-11,TCGA-BH-A18J-11,TCGA-BH-A1FJ-11,TCGA-BH-A203-11,TCGA-E2-A1L7-11,TCGA-BH-A1F6-11,TCGA-E2-A1LH-11,TCGA-BH-A0BZ-11,TCGA-A7-A0D9-11,TCGA-BH-A0DL-11,TCGA-BH-A0DT-11,TCGA-BH-A0DD-11,TCGA-BH-A0B2-11,TCGA-BH-A18K-11,TCGA-E2-A1IG-11,TCGA-BH-A0B5-11,TCGA-E9-A1NF-11,TCGA-A7-A13E-11,TCGA-AC-A2FB-11,TCGA-BH-A1EV-11
FLNA,14.8993,14.7846,14.6093,14.7743,14.1663,14.7508,14.4519,14.0209,15.249,14.393,14.6289,15.0275,14.2716,15.2955,14.3253,15.419,13.7424,14.2451,14.3397,14.4183,15.577,13.4107,14.7568,14.5733,14.8411,15.0514,14.5152,14.2344,14.2489,14.9866,14.7501,14.6978,15.1636,14.3546,13.804,14.6394,14.0819,14.6836,14.8664,14.0845,14.4826,14.1243,14.6665,13.8264,15.3641,14.5734,14.8783,14.6522,14.9416,12.2407,13.8431,14.55,14.3149,14.9873,14.5043,14.5689,14.7169,15.5301,14.8863,14.9777,14.7939,13.5453,14.7769,14.309,14.7149,14.4816,14.2953,14.7921,14.6002,14.8726,13.0671,15.0201,14.1697,14.3747,13.3235,14.2042,14.5015,14.5881,14.7883,13.0417,15.3751,14.5269,14.4947,14.7558,14.3173,15.0906,17.0715,15.6501,14.647,14.5519,12.5082,14.8092,14.5158,14.5593,14.4735,15.0996,12.8744,14.5517,15.1286,14.1389,14.4721,14.5314,14.815,15.0542,14.4865,15.0996,14.6297,14.7878,15.3201,14.6712,15.4918,14.6793,15.1094,14.0602
FLNC,9.9905,9.5848,11.3611,10.368,7.4752,8.3728,7.5763,8.5665,9.801,9.6425,8.5205,9.8646,9.4952,8.9109,8.9462,8.1232,9.2311,9.2216,8.1872,10.1244,10.7733,8.6992,9.8092,8.2718,9.6288,9.5408,9.6145,10.6622,9.8037,9.7802,8.9985,9.989,10.8147,9.9223,9.3661,9.4592,8.5941,9.5804,10.3135,9.4469,8.7192,7.7745,9.7858,9.6347,9.471,9.9259,9.7134,10.2512,10.4681,6.8553,9.0389,8.2305,9.4606,10.3564,9.4158,8.349,10.7365,10.6372,8.8892,9.647,9.8757,9.4354,9.8968,8.5715,8.3459,10.5766,8.5676,10.074,8.7745,10.1118,7.9189,10.2681,9.3924,8.663,8.2418,8.2286,9.9732,9.3946,8.2582,8.936,10.5839,9.2258,8.6998,9.7996,7.3018,10.7614,13.0818,11.2691,8.7112,9.0519,17.0854,8.5977,9.622,9.752,9.7841,8.7047,8.5656,8.3443,9.9122,9.3031,7.5971,9.6438,9.4948,9.5069,9.5242,10.461,11.4727,8.5183,9.0144,9.0499,11.5576,10.1427,10.5241,8.8378
FMN2,4.252,2.9984,2.945,1.9985,4.8549,1.3907,3.4904,5.866,3.2465,3.3596,3.4313,4.8463,4.7046,4.8662,4.2899,1.9823,3.3609,5.0025,4.2897,5.3668,3.7448,4.7873,4.3164,3.0165,6.1766,3.428,4.9884,3.1915,2.6707,2.8646,4.1813,3.2773,3.657,5.6608,2.8113,3.6931,4.8083,5.6248,3.9033,5.8762,5.062,5.0135,2.9987,3.851,1.8151,2.6518,4.792,4.3362,4.1028,3.1635,3.4276,4.1146,4.6922,3.7088,2.0268,4.6734,4.6724,3.1789,3.0521,5.7678,5.6904,4.3279,4.6508,3.9586,2.8118,3.1271,4.7891,3.3007,3.1802,5.094,5.3136,3.7832,3.3356,3.9391,4.4737,6.1616,3.7163,3.4483,3.2883,6.4079,4.1235,5.5366,4.9266,5.1542,4.2202,3.2562,4.0561,3.4136,5.1609,5.0445,2.6254,2.6843,5.2934,4.1014,3.3476,2.8558,2.3879,2.1254,3.8516,5.3934,2.4094,4.7738,3.668,2.9876,3.5793,5.104,6.2464,5.4255,5.5385,3.9756,2.2233,3.2902,3.6698,4.8237
FOXA1,11.4522,4.2348,3.5637,0.6774,12.0617,10.0941,10.8744,10.7285,11.0041,1.9872,10.9788,11.0075,12.0822,11.8777,11.5007,11.2346,0.7769,11.6482,11.3414,11.5463,5.3604,7.161,11.1829,11.7328,9.9179,9.387,11.2895,3.1139,10.3856,11.6872,11.0754,11.3918,9.2256,9.3461,2.0739,10.7483,11.1423,11.5247,9.5575,12.2719,11.3776,8.2031,10.7354,10.396,11.3504,9.5287,11.6844,10.9386,8.7956,12.2715,3.1912,12.3786,11.837,9.7142,11.237,10.8974,9.4907,10.0651,11.2454,11.611,9.9016,10.8866,11.0379,11.5194,12.0717,8.6599,11.6319,10.9023,10.7174,11.4503,10.5138,10.6905,11.499,10.9529,12.4544,10.8657,8.959,8.8779,11.0556,9.4736,10.9467,11.8137,10.9443,10.7528,10.6213,9.9825,8.1702,11.1582,10.8481,11.3648,0.6013,11.515,11.3828,8.4964,10.558,11.0033,10.961,10.2005,11.1153,10.6232,12.4448,11.3996,5.3293,10.6049,11.5657,6.642,11.0307,11.6291,9.506,1.2015,1.2486,10.2031,10.2839,11.1494
GATA3,11.777,8.4635,6.2722,7.8892,12.5847,12.0679,11.6522,11.8099,11.4619,7.3678,12.4176,11.7877,12.8254,12.3328,12.2505,12.7517,7.4981,13.0636,11.0959,12.4985,8.859,9.2946,11.871,12.2257,11.6216,10.9357,12.7763,7.1419,11.8497,12.3187,11.6486,11.5405,11.0044,10.6687,7.5044,12.2336,12.1542,11.9597,11.8975,11.7559,12.2964,8.9985,11.7924,10.8462,12.4273,10.4144,12.8785,12.5137,9.7184,12.2926,8.1623,11.7386,12.3287,10.4871,12.0077,11.5649,11.2555,11.6509,11.7782,11.6776,11.3099,11.8532,12.1704,11.85,12.6591,9.506,12.4108,12.173,11.828,11.6428,11.8301,11.734,12.1285,12.5599,12.1545,11.5344,9.6102,11.0594,12.773,10.8809,11.7062,13.0253,11.9733,11.6653,11.5905,10.8396,9.2231,11.7137,11.6645,11.1179,5.9056,12.3867,12.4449,10.4417,12.1625,11.7905,11.4742,11.3992,11.7839,11.4362,13.2773,11.9654,7.9539,11.8725,12.0186,8.1396,12.0579,12.4509,9.8348,7.9691,7.011,10.8873,11.3085,11.3956
GOLGB1,11.9139,12.515,12.003,11.0533,12.2927,12.9325,12.6299,13.1564,12.7674,12.5194,11.3981,12.5,12.8433,12.959,12.3061,12.2713,11.7555,13.0124,13.1117,12.7693,12.3962,12.279,12.4632,11.9866,12.6384,12.4979,12.7109,11.3939,12.6045,12.7662,12.3939,12.3703,11.5282,11.897,12.3975,12.3505,12.4298,12.4917,11.2879,13.15,12.9556,12.6349,12.6481,12.7112,12.0508,12.5676,12.8057,12.8795,12.7253,11.6193,12.1189,12.8967,12.1867,12.3143,12.825,12.6672,12.3109,12.288,12.9144,12.6709,12.6511,11.8657,12.7098,12.9032,12.5098,12.3166,12.3486,12.498,12.2965,12.5455,12.993,12.5016,12.2593,12.7593,12.9225,13.1023,12.4718,12.4556,12.1984,12.1387,12.4791,13.037,12.743,12.0752,12.3242,12.3701,12.2064,12.346,12.7452,12.7889,10.7093,12.8707,12.8571,12.2511,12.1326,12.6049,12.7309,12.8892,12.4514,12.6856,12.6042,12.6352,12.3439,12.5763,12.7721,12.3544,12.2708,12.9312,12.4846,12.2573,12.064,12.3751,12.2325,12.8034
GRIN2A,6.0127,5.4707,4.9251,4.246,6.1421,4.4384,4.6862,6.8237,7.1692,4.955,6.3314,5.2653,6.0427,5.2415,6.3544,5.724,3.6339,6.1506,4.6286,5.5817,5.3935,4.7306,6.0299,6.4502,5.2484,6.7786,4.7544,4.1882,6.8428,5.5637,5.6498,6.2103,5.1241,6.5786,4.2216,6.7273,6.8483,6.9341,7.1058,5.9183,4.8704,4.1702,5.533,4.1337,5.2297,6.3155,5.1264,5.7685,6.0024,7.2422,4.9203,6.0697,5.4464,5.0336,6.6964,6.6547,7.3313,7.3511,6.6506,5.1961,6.4752,2.6741,6.2325,3.5243,6.0274,5.6697,5.4947,7.0024,6.8256,6.4098,4.7653,6.0687,5.9098,4.8712,4.9304,4.9846,6.5215,9.3477,5.4411,6.1453,5.5752,4.9048,4.5332,4.8881,3.8307,5.7095,5.3803,7.0748,5.1111,6.7183,3.5678,4.5891,5.0489,6.7411,5.9764,5.1238,7.9303,6.0202,6.3723,7.3046,4.2272,4.6128,4.6399,6.9156,6.4873,4.4757,5.7979,6.4322,6.9505,4.2629,4.9669,5.6796,6.0432,7.719
HECW1,2.0032,2.0517,2.2042,2.6764,4.5065,3.8462,3.1868,3.3516,2.5259,2.1161,4.5576,4.7625,3.053,3.9295,3.249,5.3294,1.6509,3.8294,4.5774,3.4174,0.5629,2.2406,3.6752,5.4299,2.3328,1.922,3.3111,1.7625,4.2176,2.1111,3.3058,2.5317,2.767,3.7301,1.7688,2.5597,2.3516,4.6457,3.2113,4.9756,4.9306,2.0769,2.7606,4.0814,2.2779,4.0207,4.6967,5.1254,3.7592,4.4832,2.7427,4.1624,2.9086,2.7845,4.3266,5.3179,3.4414,2.9227,5.617,5.4128,3.3177,3.563,4.6567,5.1435,4.4831,2.7661,3.6021,2.2412,2.6365,4.3274,3.23,3.7346,3.4733,4.7447,3.18,4.2706,1.975,3.558,3.7685,1.8484,3.2612,5.8504,3.2332,3.0676,2.5606,1.1243,2.5857,3.5331,2.3345,3.272,4.6612,3.8309,3.7671,2.3338,2.3266,2.0611,3.0747,2.3535,4.2415,4.0262,4.9405,3.4933,1.3377,3.0438,5.7237,3.3978,3.8324,5.4565,2.6526,2.159,2.9783,3.0563,2.6856,3.6277
HERC1,10.8766,11.8558,11.279,10.5485,10.4609,11.4388,11.9426,11.7951,11.5421,11.8675,10.0378,11.7041,11.5574,11.8325,10.6028,11.3634,11.311,12.0604,11.5502,11.8522,11.81,11.9261,11.448,10.4328,11.3281,11.345,11.8077,10.6367,11.3503,11.5774,10.6547,11.3166,10.4562,10.8261,11.815,11.1192,11.2738,11.3388,10.7211,11.4461,11.4948,11.9322,11.4735,11.9897,10.6813,11.6112,11.741,11.4436,11.8052,10.3592,12.0163,11.2555,10.6464,11.4689,11.9277,11.4249,11.1926,11.6461,11.7783,11.8389,11.9464,10.3048,11.9057,11.6161,11.2489,11.4113,11.3116,11.3424,11.2726,11.3298,11.7089,11.2056,11.2422,11.3769,11.7439,11.5653,11.5894,11.7675,10.9159,11.2286,10.9327,11.4851,11.5244,11.5739,10.9037,11.4781,11.65,11.2811,11.5873,11.5157,13.4902,11.5783,11.4485,11.4411,10.8676,11.4915,11.1391,11.8854,11.1846,11.6565,11.2731,11.5427,11.6354,11.7085,11.5999,11.6739,11.0707,11.9451,11.6828,11.3756,11.9048,11.3677,11.2113,11.6721
HERC2,10.6454,11.3238,10.889,10.2186,10.697,11.1253,11.2675,11.4367,11.1532,11.0229,10.1088,11.2456,11.151,11.4291,10.4663,10.8833,10.6867,11.5533,11.2794,11.2607,11.1976,10.7488,10.943,10.7899,11.5005,11.0253,11.3917,10.021,10.6234,11.2091,10.6778,10.7804,10.3252,10.452,10.7914,10.7557,10.5408,11.2357,10.4598,11.3347,11.2987,10.9133,10.9689,11.3084,10.4682,11.0305,11.2386,11.2411,11.1075,9.2727,10.9312,11.2092,10.4461,10.9019,11.1499,11.0582,11.0466,11.4749,11.2574,11.461,11.335,9.8477,11.2441,11.3828,10.7712,10.9533,11.0307,11.0564,10.8776,11.4148,10.7542,10.9051,10.8917,11.4524,11.0588,11.3585,11.0484,11.2093,10.7123,10.381,10.9651,11.2719,11.202,11.1924,10.9048,11.05,11.2903,10.8774,11.2142,11.5097,11.7035,11.226,11.2217,11.0089,10.6806,11.1758,10.1908,11.1134,11.101,10.7809,11.0928,11.0283,11.137,11.3397,11.1915,11.3974,10.8503,11.6204,11.4154,10.2864,11.3059,11.0946,10.7833,10.9798
HTT,11.154,11.6411,11.3709,10.8677,11.1138,10.8955,11.3927,11.093,11.3128,11.4794,10.922,11.4492,11.3731,11.3628,11.0242,10.9822,10.8793,11.443,11.4002,11.3695,11.4522,11.0429,11.2984,11.3383,11.4139,11.0916,11.4105,10.7295,10.9348,11.3514,10.9642,10.7775,11.1064,10.6555,11.657,10.8494,10.9186,11.5264,11.0163,11.8439,11.0934,11.5439,11.231,11.4704,10.7869,11.5004,11.4429,11.1253,11.508,9.4696,11.5108,11.5213,10.7186,11.2854,11.4233,11.316,11.0524,11.6334,11.0262,11.7528,11.3147,10.4456,11.2965,11.637,11.3779,11.2081,11.1104,11.3852,11.1269,11.3741,11.0377,11.0099,11.1106,11.218,11.7262,11.0976,11.462,11.4922,10.8004,10.6186,10.9678,11.1512,11.3084,11.4709,10.8595,11.1881,11.3287,11.1256,11.5334,11.4424,11.4215,11.55,11.2305,11.3902,10.7586,11.2681,10.5964,11.4175,11.2415,11.2858,11.145,11.576,11.7477,11.42,11.4528,11.7897,11.2088,11.4486,11.5578,11.119,11.8066,11.6015,11.049,11.1966
HUWE1,12.3331,13.0069,12.6578,11.7613,12.5045,12.9589,13.0858,13.1641,12.9615,12.8928,11.692,12.8579,12.84,13.2231,12.5618,12.6468,12.2833,13.2758,13.1569,13.0103,13.0418,12.7881,12.7198,12.3324,13.3315,12.8346,13.1591,11.6425,12.9263,12.9445,12.2355,12.5625,11.9275,12.2132,12.9246,12.3502,12.5649,13.0695,11.805,13.1267,12.9627,13.0117,12.8147,13.2054,12.122,12.7781,13.1165,13.0258,12.9323,11.9993,12.9456,13.1005,12.1246,12.6833,13.0993,13.1682,12.4361,13.092,13.1292,13.1562,13.1163,11.6485,13.0295,13.168,12.8552,12.7312,12.6515,12.7783,12.4652,12.8841,13.1101,12.7826,12.4408,13.0649,13.1961,13.1443,12.9101,13.0814,12.6022,12.4997,12.7246,13.1292,12.9945,13.1203,12.6966,12.7428,12.9345,12.6668,13.1305,13.1071,13.5735,13.1045,13.0323,12.8089,12.2294,13.0112,12.4631,13.1002,12.6679,12.8604,12.8579,12.9254,13.0177,13.0205,12.9613,12.9961,12.756,13.2754,13.0271,12.3873,12.9701,12.8782,12.5293,12.9591
HYDIN,5.0916,4.4805,4.7427,2.5344,6.8507,7.4905,6.3051,7.2241,7.38,4.26,5.8502,7.3888,7.5296,7.6879,5.7748,6.2647,3.2571,7.6239,7.7075,6.8792,3.9368,5.0875,7.0047,6.0479,6.6034,6.6575,7.593,3.5568,7.298,7.3135,6.5885,6.1497,5.1636,5.6462,3.6131,4.6539,6.5706,6.9859,4.5625,7.8486,8.0214,2.992,7.1035,6.7356,6.1087,5.7085,7.4334,7.4648,4.8934,5.3942,5.0499,7.6694,5.236,5.3506,7.0172,7.8248,6.7997,6.8495,7.7846,8.1796,6.9302,4.9471,6.9618,7.7357,7.177,5.7956,6.5989,6.2919,6.3429,7.5831,7.5045,6.5338,7.1289,6.8897,8.0507,7.8515,5.3499,7.9468,6.3206,6.0227,6.4096,8.7416,7.0938,6.4855,5.2753,5.8997,5.4438,6.0408,7.7257,6.5545,2.4992,8.055,6.8913,5.7665,5.1231,6.4651,6.9015,6.6005,6.4142,6.8711,7.2518,5.8227,4.4173,7.186,8.1271,4.1974,6.1738,8.3471,5.2685,3.7618,4.834,6.1149,6.1871,8.126
ITPR3,10.1155,9.5061,9.792,8.6916,10.7687,10.7089,9.5017,10.8796,10.8385,8.5698,9.8489,10.5089,10.1302,10.7376,10.5978,10.177,9.1063,10.611,10.7979,10.5143,8.9844,8.9463,10.2884,10.4942,11.1439,10.7061,10.3985,9.1969,9.8276,10.6373,10.4157,9.9688,9.6123,10.1803,9.6078,9.935,9.6452,10.9754,9.7591,10.7144,10.6658,8.1021,10.4676,10.1536,9.6573,9.7225,10.7132,10.6108,9.7982,8.4853,8.8069,11.5715,10.1118,9.8423,10.5683,11.1443,10.5595,10.5048,10.7572,10.8309,10.0932,9.3408,10.5096,11.1207,10.5092,9.6492,10.4514,10.0118,10.4025,11.569,10.1408,10.4385,10.487,11.1502,10.3884,10.7255,9.465,10.9971,10.0917,9.942,10.4192,11.2485,10.6759,11.1043,10.4601,10.5096,10.1668,10.2019,11.1976,11.9033,7.8021,10.493,10.6312,10.4159,9.7182,10.5977,9.7286,10.0624,10.7403,9.8746,10.7775,10.1943,9.2299,10.4611,10.8725,10.172,10.189,10.7973,10.3338,8.6836,10.4356,9.6371,10.264,9.9972
KDM5B,10.5549,10.0751,10.4113,9.3652,11.097,11.501,10.7848,11.4094,11.1707,10.5118,10.2532,11.1164,11.1221,11.4066,11.042,11.2376,10.1944,11.6045,11.414,11.1296,10.1292,10.6279,10.8641,11.0208,11.4049,11.033,11.0201,10.1093,11.2972,11.0758,10.6564,10.8816,10.1191,10.3725,10.1912,10.7266,10.872,11.3935,10.3926,11.5676,11.3654,10.2437,10.9645,11.2766,10.6299,10.5134,11.1696,11.5307,10.6523,11.0102,10.2997,11.3854,10.5259,10.3813,11.2722,11.2972,10.8497,10.6045,11.2558,10.6517,10.8753,10.4909,11.0595,11.5338,11.4271,10.3188,11.136,10.7001,10.8186,11.2029,11.6135,10.8958,10.9202,11.533,11.9185,11.5739,10.3586,11.4212,11.2009,11.0669,10.5416,11.5072,11.2578,11.1296,11.1686,10.5953,10.394,11.0541,11.45,10.8981,9.0995,11.1137,11.7224,10.8531,10.8158,10.827,11.2466,11.1144,11.0556,10.9703,11.2628,10.7843,10.2399,11.0777,11.2857,10.202,11.426,11.3782,10.5955,9.8949,9.9804,10.5397,10.7487,11.6029
KDM6A,9.3194,9.5169,9.4383,8.851,9.4995,10.6456,10.0198,10.7471,10.1108,9.8749,8.9438,9.8453,10.3558,10.439,9.7112,9.841,9.7481,10.4412,10.4577,10.4149,9.4853,10.1249,9.7798,9.4927,10.0565,9.9779,10.2776,9.2247,10.1129,10.0577,9.6051,9.9355,8.9808,9.7027,9.846,9.8837,9.9868,9.9344,8.9071,10.4855,10.5229,9.7366,10.1118,10.2416,9.2639,9.8627,10.6101,10.3561,9.8931,10.5086,9.8665,10.474,9.7072,9.6714,10.4219,10.3545,9.9073,9.6856,10.6107,10.2726,10.048,9.1747,10.2927,10.4365,10.1357,9.8433,10.285,9.8344,9.8251,10.6935,10.8844,9.8785,10.1939,10.2111,10.6158,10.4161,9.6355,10.3485,10.189,10.183,9.5115,10.6466,10.3566,9.9233,10.0871,9.8257,9.6124,9.9514,10.331,10.7254,9.8946,10.3967,10.2834,9.7971,9.8439,9.9069,10.4764,10.3815,10.1318,10.3183,10.2176,9.8413,9.6727,10.1647,10.3791,8.7922,9.6088,10.4031,9.801,9.5485,9.4198,9.7354,9.8061,10.335
KIF16B,9.5512,9.7907,9.4659,8.782,10.4311,9.9413,9.8474,10.1895,10.4153,9.8286,9.1598,10.0499,10.17,10.7577,10.0224,9.2331,9.1681,10.3774,10.6037,10.0937,9.8933,9.365,10.3711,10.0254,10.1181,9.8838,10.2293,8.9579,9.3626,10.5968,10.5505,10.1817,8.9628,9.1168,9.8404,9.8582,10.4015,10.0036,8.401,10.6219,10.7062,10.0627,9.9123,10.0419,9.3666,9.7815,9.9613,10.255,10.0712,9.6216,9.6673,11.2429,9.9431,10.1436,9.8748,9.5451,9.6171,9.7155,10.7756,10.7508,9.7648,8.8018,10.0471,10.6372,10.7026,9.4312,9.9749,9.8621,9.8273,10.5692,9.9066,9.7794,9.986,10.2151,11.3969,10.3862,9.8477,9.1873,9.9258,9.48,9.8289,10.8329,10.1826,9.9047,9.9764,9.6673,9.3488,10.4976,10.3535,10.1543,9.7392,10.1542,10.413,9.8556,9.2588,10.0659,10.4053,10.1382,10.5169,10.164,10.168,10.5909,9.8092,9.9964,10.7246,9.741,9.8138,10.2385,9.9839,10.0755,9.8891,10.0314,9.8514,10.0422
LRP1,15.1533,16.0127,15.9327,14.9941,13.047,12.814,14.866,12.1972,13.6559,15.7749,13.275,14.9579,13.5,13.5315,13.349,12.7891,15.514,13.5208,13.0968,14.0524,16.0323,15.0095,15.1474,12.9592,14.084,14.4423,14.8842,14.4681,14.1787,14.7874,13.6549,14.0614,15.2385,13.9691,15.5509,14.1382,14.5189,13.9263,14.7549,13.5829,13.3378,15.3078,14.1266,15.1139,14.0208,15.7027,14.1805,13.3666,15.4258,11.7369,15.3591,12.7862,13.8393,15.6425,13.9994,13.8839,14.294,15.8549,13.1538,14.5255,15.2499,13.4811,14.2185,13.2264,12.5865,15.6402,13.4952,14.9422,14.4388,13.6353,12.6439,14.1494,13.9213,12.6378,13.4187,13.5516,15.8884,13.4067,13.0107,13.1173,14.21,13.9731,13.5746,15.0267,12.4778,15.2445,15.5579,14.4478,13.7217,14.4935,12.4585,13.5793,13.9771,15.622,13.8113,14.3642,12.9816,14.2317,13.8628,14.6144,12.6831,15.228,16.2146,14.4631,13.5302,16.5882,14.3606,14.3796,15.88,15.522,16.2645,16.0563,14.6915,13.993
LRP2,9.533,0.4325,0.5998,0.0,11.2369,11.3984,10.5248,12.8698,11.168,0.0,10.3577,10.7701,12.2605,11.1957,9.8256,10.464,0.0,12.4028,12.0673,11.5294,5.5038,7.894,11.3143,11.3449,12.5255,11.3028,10.698,0.0,10.6717,11.8581,12.1299,10.1719,8.4902,10.0079,0.0,10.9966,10.4354,11.4859,8.4153,13.065,11.4231,6.7451,9.596,10.9874,9.7932,9.0321,11.4029,12.564,9.0458,9.5289,4.2398,12.4292,9.8838,8.7775,11.1627,12.2399,9.7137,10.6077,10.4952,12.7221,10.5023,10.4602,11.0312,12.0883,12.0421,8.5525,10.6115,10.9608,11.0695,11.5653,11.5524,11.0981,11.48,12.3447,12.0602,12.4544,6.9892,10.0018,10.449,10.7133,10.1226,12.6616,12.0581,11.0426,12.2409,8.7169,8.3385,10.6088,12.148,9.7179,0.6013,13.072,12.574,11.4358,10.7041,11.877,10.6201,10.6643,11.8706,10.4789,11.8656,11.4835,6.1133,10.7916,10.8766,4.3586,11.16,11.9004,10.2394,0.0,0.5447,10.2512,10.2523,9.7985
LYST,9.4701,10.775,10.6081,9.4882,8.7461,9.9185,10.5692,10.4162,10.195,10.2604,8.7511,10.8908,10.6617,10.4979,9.169,9.693,10.2239,10.6699,10.2867,11.3476,10.5204,10.7845,10.3775,8.2984,9.36,10.0366,11.0461,9.9792,10.5793,10.7929,9.6319,10.1925,9.3236,10.0412,11.2022,10.5229,10.8137,9.7696,9.503,10.5779,10.4903,11.0623,10.9588,11.0171,9.1233,10.8571,10.7793,10.1665,11.3066,10.4081,10.8588,9.9698,10.1601,10.6259,11.0166,10.0662,10.6185,10.412,10.7439,10.6232,10.8653,8.7859,10.6724,10.0724,9.8244,10.9241,10.3044,10.2141,10.3203,10.1376,10.7527,9.7666,10.4436,9.3468,10.5686,10.0197,10.6228,10.8415,9.6685,10.2096,9.51,10.4383,10.2029,10.4313,9.325,10.7394,10.7315,10.864,10.1018,10.5725,9.0413,10.5844,10.0974,10.3202,10.2515,10.3848,10.9257,10.8813,9.9853,11.2396,10.4553,10.6932,10.6906,10.6613,10.5717,11.1093,9.5286,10.6234,10.2811,10.1211,11.0547,10.5725,10.225,11.083
MACF1,12.4793,13.1614,12.9281,11.5972,12.0611,12.9896,13.1683,13.1805,13.0903,12.8219,11.5524,13.236,13.213,13.3044,12.2803,12.5731,11.9454,13.4493,13.1142,13.4607,13.1021,12.9713,12.9656,12.0963,12.9845,12.7602,13.2252,11.8956,12.8064,13.3775,12.4423,12.9464,11.9249,12.5003,13.2623,12.6283,12.8557,12.8826,12.1074,12.9657,13.057,13.3756,13.1344,13.3052,12.2368,13.0655,13.281,13.2335,13.3839,12.0727,13.2386,12.968,12.3072,13.1369,13.3731,13.1758,12.9843,13.2903,13.1994,13.4301,13.1564,11.8668,13.3628,12.9542,12.7979,13.1846,12.722,13.2615,12.9562,12.8785,13.0501,12.8121,12.8395,12.8362,13.8394,13.1702,13.0059,13.4383,12.2099,12.8191,12.8584,13.4503,12.9296,13.1364,12.4757,12.9862,13.5345,13.167,13.0571,12.8719,12.5814,13.4157,12.9845,13.158,12.5847,13.1828,12.8509,13.2916,12.8354,13.464,12.8344,13.4365,13.2308,13.3301,13.0728,13.4745,12.4757,13.4404,13.074,12.645,13.2406,13.4215,12.8589,13.3809
